SLNO,Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Joining Location,Age,Status,Joining Status
1493,2283419,No,9,30,E2,70,70,0,No,Yes,Male,Direct,7,ETS,Bangalore,30,Joined,0
1494,2283469,No,0,30,E2,36.36,18.18,-13.33,No,No,Male,Direct,3,INFRA,Noida,33,Joined,0
1495,2283494,Yes,30,60,E1,15.66,15.66,0,No,No,Male,Direct,3,ETS,Bangalore,27,Not Joined,1
1496,2283544,Yes,1,30,E1,14.29,14.29,0,No,Yes,Female,Direct,5,ERS,Bangalore,31,Joined,0
1497,2283552,Yes,0,0,E2,66.67,66.67,0,No,Yes,Male,Direct,6,ETS,Bangalore,28,Joined,0
1498,2283626,Yes,6,75,E2,26.87,18.82,-6.34,No,Yes,Male,Direct,5,INFRA,Noida,33,Joined,0
1499,2283692,No,3,30,E1,58.33,58.33,0,No,No,Male,Direct,2,INFRA,Kolkata,33,Joined,0
1500,2283737,No,0,75,E2,4.22,4.22,0,No,Yes,Male,Direct,3,INFRA,Noida,25,Joined,0
1501,2283806,No,6,30,E1,44.93,26.81,-12.5,No,No,Male,Direct,3,BFSI,Chennai,27,Joined,0
1502,2283832,No,16,30,E1,21.74,21.74,0,No,No,Male,Direct,1,INFRA,Noida,25,Joined,0
1503,2283853,No,17,30,E2,21.21,21.21,0,Yes,No,Male,Direct,9,ERS,Bangalore,37,Not Joined,1
1504,2283922,No,1,60,E3,39.73,39.73,0,No,No,Male,Direct,8,INFRA,Pune,35,Not Joined,1
1505,2283933,Yes,13,30,E1,30.08,30.08,0,No,No,Female,Direct,5,ETS,Chennai,29,Joined,0
1506,2283970,No,0,75,E2,30.23,33.72,2.68,No,Yes,Male,Employee Referral,7,INFRA,Gurgaon,36,Joined,0
1507,2284021,Yes,33,45,E1,15.38,26.92,10,No,No,Male,Direct,4,ERS,Chennai,31,Joined,0
1508,2284025,No,4,30,E1,87.5,66.67,-11.11,No,No,Male,Agency,2,ERS,Bangalore,26,Joined,0
1509,2284034,No,4,30,E2,18.52,-3.33,-18.44,No,No,Male,Direct,9,ERS,Chennai,35,Not Joined,1
1510,2284085,No,24,30,E1,66.67,100,20,No,Yes,Male,Direct,2,INFRA,Noida,23,Joined,0
1511,2284110,No,2,30,E1,22.45,22.45,0,No,No,Female,Direct,1,INFRA,Noida,24,Joined,0
1512,2284124,No,22,60,E1,15.38,15.38,0,No,No,Male,Direct,4,AXON,Noida,28,Joined,0
1513,2284140,No,1,30,E2,32.13,32.13,0,No,No,Male,Employee Referral,4,INFRA,Noida,29,Joined,0
1514,2284157,No,0,0,E2,47.06,47.06,0,No,No,Male,Direct,2,INFRA,Noida,24,Joined,0
1515,2284176,No,57,30,E2,33.03,33.03,0,No,No,Male,Employee Referral,8,INFRA,Chennai,34,Not Joined,1
1516,2284179,No,0,0,E2,50,40,-6.67,No,Yes,Male,Direct,9,INFRA,Noida,44,Joined,0
1517,2284187,No,0,0,E2,37.68,37.68,0,No,No,Female,Direct,1,INFRA,Chennai,38,Joined,0
1518,2284218,No,0,0,E1,26.49,37.03,8.33,Yes,No,Male,Agency,3,AXON,Bangalore,28,Joined,0
1519,2284231,No,3,60,E2,53.09,53.09,0,No,No,Male,Direct,4,INFRA,Chennai,40,Joined,0
1520,2284307,No,77,45,E2,25,25,0,No,No,Female,Direct,6,ETS,Bangalore,29,Joined,0
1521,2284329,Yes,32,45,E1,26.09,4.35,-17.24,No,Yes,Male,Direct,3,INFRA,Noida,27,Joined,0
1522,2284332,Yes,2,45,E2,30.43,30.43,0,No,No,Male,Direct,10,ERS,Bangalore,36,Joined,0
1523,2284340,Yes,61,75,E1,20,20,0,No,No,Male,Direct,2,ERS,Chennai,25,Joined,0
1524,2284352,No,59,60,E1,42.86,30.95,-8.33,No,Yes,Male,Direct,6,ERS,Bangalore,26,Joined,0
1525,2284387,Yes,80,90,E1,22.81,18.42,-3.57,No,Yes,Male,Direct,5,ERS,Chennai,28,Joined,0
1526,2284397,Yes,52,60,E1,16.88,42.86,22.22,No,Yes,Male,Direct,5,ERS,Chennai,28,Joined,0
1527,2284401,No,0,0,E1,36,-30.4,-48.82,No,Yes,Male,Direct,3,INFRA,Ahmedabad,28,Joined,0
1528,2284403,No,3,90,E2,35.71,42.86,5.26,No,No,Male,Direct,8,INFRA,Noida,30,Joined,0
1529,2284406,Yes,76,90,E1,41.18,41.18,0,No,No,Female,Direct,4,ERS,Chennai,26,Joined,0
1530,2284407,Yes,9,75,E1,51.11,37.78,-8.82,No,No,Male,Direct,5,ERS,Chennai,27,Not Joined,1
1531,2284408,No,5,0,E1,66.67,30,-22,No,Yes,Male,Direct,5,ERS,Chennai,29,Joined,0
1532,2284412,No,34,45,E1,40,40,0,No,Yes,Male,Direct,5,ERS,Chennai,29,Joined,0
1533,2284417,No,34,45,E1,100,66.67,-16.67,No,Yes,Male,Direct,1,ERS,Chennai,25,Joined,0
1534,2284419,Yes,66,90,E1,107.47,76.35,-15,No,No,Male,Direct,2,ERS,Chennai,26,Joined,0
1535,2284420,Yes,0,60,E2,40,45,3.57,No,No,Male,Direct,7,INFRA,Noida,32,Not Joined,1
1536,2284443,No,19,60,E2,23.66,7.53,-13.04,No,No,Male,Direct,8,ERS,Bangalore,31,Not Joined,1
1537,2284465,No,7,60,E2,36.17,36.17,0,No,No,Male,Agency,7,INFRA,Noida,35,Joined,0
1538,2284478,No,0,30,E3,40,36.99,-2.15,No,No,Male,Direct,5,INFRA,Noida,42,Joined,0
1539,2284481,No,12,30,E2,33.33,33.33,0,No,Yes,Male,Direct,5,INFRA,Chennai,27,Joined,0
1540,2284495,Yes,63,75,E1,49.7,49.7,0,No,No,Male,Direct,4,ERS,Chennai,26,Joined,0
1541,2284548,No,0,90,E2,26.51,23.95,-2.02,No,No,Male,Direct,8,INFRA,Noida,31,Joined,0
1542,2284561,Yes,1,45,E2,130.41,47.47,-36,No,Yes,Male,Direct,4,INFRA,Noida,31,Joined,0
1543,2284571,No,1,30,E1,38.89,33.33,-4,No,No,Female,Direct,2,INFRA,Noida,26,Joined,0
1544,2284602,No,0,0,E2,28.57,28.57,0,No,No,Male,Direct,8,AXON,Noida,31,Joined,0
1545,2284612,Yes,13,30,E1,28.57,28.57,0,No,No,Male,Direct,3,ETS,Bangalore,28,Joined,0
1546,2284613,Yes,15,30,E1,44.23,44.23,0,No,No,Female,Direct,4,ETS,Bangalore,30,Joined,0
1547,2284620,Yes,49,60,E1,70.85,70.85,0,No,No,Male,Direct,3,ETS,Bangalore,26,Not Joined,1
1548,2284626,Yes,61,75,E1,62.5,62.5,0,No,No,Female,Direct,3,ETS,Bangalore,27,Joined,0
1549,2284652,Yes,4,75,E2,23.29,23.29,0,No,No,Male,Direct,5,AXON,Bangalore,28,Not Joined,1
1550,2284658,Yes,31,60,E1,66.67,38.89,-16.67,No,No,Male,Employee Referral,9,AXON,Noida,31,Joined,0
1551,2284698,Yes,56,60,E1,55.37,69.49,9.09,No,No,Male,Direct,2,ETS,Bangalore,27,Joined,0
1552,2284759,No,114,75,E1,75,75,0,No,No,Male,Agency,4,ERS,Chennai,27,Not Joined,1
1553,2284769,No,57,60,E2,11.11,-9.26,-18.33,No,No,Female,Employee Referral,9,BFSI,Chennai,33,Joined,0
1554,2284796,No,27,120,E1,33.93,17.19,-12.5,No,Yes,Male,Direct,3,ERS,Chennai,28,Joined,0
1555,2284798,Yes,75,90,E1,14.58,20.83,5.45,No,No,Male,Direct,4,ERS,Chennai,30,Not Joined,1
1556,2284803,No,55,60,E2,25,25,0,No,No,Male,Direct,9,BFSI,Bangalore,34,Joined,0
1557,2284849,No,92,120,E1,15.38,15.38,0,No,Yes,Male,Direct,4,ERS,Bangalore,27,Joined,0
1558,2284852,No,1,45,E2,94.44,100,2.86,No,No,Male,Direct,4,INFRA,Chennai,25,Not Joined,1
1559,2284855,Yes,81,90,E1,57.56,57.56,0,No,No,Male,Direct,4,ERS,Bangalore,31,Joined,0
1560,2284875,No,0,0,E1,62.5,37.5,-15.38,No,No,Male,Direct,4,BFSI,Gurgaon,33,Joined,0
1561,2284892,Yes,0,30,E1,45.25,45.25,0,No,No,Female,Direct,1,INFRA,Chennai,25,Joined,0
1562,2284921,Yes,36,45,E1,16.67,2.67,-12,No,Yes,Male,Direct,5,ERS,Bangalore,29,Joined,0
1563,2284925,Yes,31,45,E1,16.79,-1.46,-15.63,No,No,Male,Direct,4,ERS,Bangalore,30,Joined,0
1564,2284984,No,6,30,E2,20,2.88,-14.27,No,Yes,Male,Direct,8,INFRA,Noida,35,Joined,0
1565,2285102,No,2,0,E2,5.71,5.71,0,No,Yes,Male,Employee Referral,13,INFRA,Bangalore,37,Joined,0
1566,2285142,Yes,0,0,E2,17.19,17.19,0,No,Yes,Male,Direct,9,CSMP,Bangalore,36,Joined,0
1567,2285233,Yes,97,120,E2,44.44,17.78,-18.46,No,No,Male,Direct,6,AXON,Noida,30,Not Joined,1
1568,2285272,Yes,40,60,E1,114.29,85.71,-13.33,No,No,Male,Direct,2,ERS,Chennai,24,Joined,0
1569,2285274,No,1,0,E3,-6.09,-6.09,0,No,No,Male,Direct,12,INFRA,Bangalore,38,Joined,0
1570,2285282,No,2,30,E2,42.89,42.89,0,No,No,Male,Direct,3,INFRA,Noida,29,Joined,0
1571,2285381,No,21,45,E1,54.76,42.86,-7.69,No,No,Male,Direct,3,ERS,Chennai,34,Not Joined,1
1572,2285385,Yes,9,120,E2,24.14,27.59,2.78,No,No,Male,Direct,11,ERS,Bangalore,35,Not Joined,1
1573,2285455,No,1,60,E1,70.21,70.21,0,No,No,Male,Employee Referral,3,ETS,Chennai,27,Not Joined,1
1574,2285469,No,15,30,E2,13.4,13.4,0,No,Yes,Male,Direct,8,BFSI,Bangalore,34,Joined,0
1575,2285507,No,12,75,E2,7.53,7.53,0,No,No,Male,Direct,6,AXON,Kolkata,31,Not Joined,1
1576,2285592,No,3,0,E2,80.7,80.7,0,No,No,Male,Direct,4,INFRA,Chennai,27,Joined,0
1577,2285662,No,0,60,E1,25,25,0,No,No,Female,Direct,3,AXON,Kolkata,26,Joined,0
1578,2285680,Yes,19,30,E2,56.25,45.83,-6.67,No,Yes,Male,Employee Referral,2,INFRA,Noida,25,Joined,0
1579,2285682,Yes,56,75,E3,-9.17,-9.17,0,No,No,Male,Direct,13,ETS,Bangalore,39,Joined,0
1580,2285709,Yes,68,75,E1,40.21,40.21,0,No,Yes,Male,Employee Referral,3,ETS,Noida,25,Joined,0
1581,2285719,No,0,30,E2,100,80,-10,No,No,Male,Direct,2,INFRA,Chennai,26,Joined,0
1582,2285738,No,33,45,E1,66.67,8.33,-35,No,No,Male,Direct,2,ERS,Bangalore,24,Joined,0
1583,2285745,Yes,10,30,E2,42.86,42.86,0,No,No,Male,Employee Referral,9,INFRA,Chennai,31,Joined,0
1584,2285746,Yes,105,120,E1,66.67,66.67,0,No,Yes,Male,Employee Referral,6,ERS,Chennai,29,Joined,0
1585,2285757,Yes,72,75,E2,20.83,20.83,0,No,Yes,Male,Direct,8,EAS,Chennai,40,Joined,0
1586,2285824,Yes,89,90,E3,27.27,21.21,-4.76,No,No,Male,Direct,11,ETS,Bangalore,36,Joined,0
1587,2285869,Yes,1,0,E1,42.86,51.79,6.25,No,Yes,Male,Direct,4,EAS,Bangalore,30,Joined,0
1588,2285882,No,0,0,E2,42.12,49.87,5.46,No,No,Male,Direct,3,INFRA,Chennai,26,Joined,0
1589,2285932,No,0,0,E2,52.48,52.48,0,No,Yes,Male,Direct,5,INFRA,Noida,34,Joined,0
1590,2285955,Yes,5,0,E1,50,33.33,-11.11,Yes,Yes,Male,Direct,3,AXON,Noida,26,Joined,0
1591,2286029,Yes,3,45,E2,18.18,41.82,20,No,Yes,Male,Employee Referral,7,ERS,Noida,33,Joined,0
1592,2286033,Yes,0,45,E2,20.39,15.57,-4,No,No,Male,Direct,10,EAS,Hyderabad,33,Joined,0
1593,2286070,No,53,75,E2,11.94,11.94,0,No,No,Male,Direct,7,ERS,Chennai,30,Joined,0
1594,2286119,Yes,68,75,E1,30,30,0,No,No,Male,Direct,4,AXON,Bangalore,27,Joined,0
1595,2286127,No,0,30,E2,24.67,24.67,0,No,No,Male,Direct,4,INFRA,Chennai,26,Joined,0
1596,2286163,Yes,63,60,E2,25.19,25.19,0,No,No,Male,Direct,7,INFRA,Noida,32,Joined,0
1597,2286189,Yes,7,30,E1,0,0,0,No,No,Female,Employee Referral,5,ETS,Chennai,32,Joined,0
1598,2286197,Yes,32,45,E1,71.43,37.14,-20,No,No,Female,Direct,3,AXON,Noida,23,Joined,0
1599,2286265,No,5,0,E2,18.52,28.89,8.75,No,Yes,Female,Employee Referral,5,ETS,Noida,29,Joined,0
1600,2286282,Yes,1,0,E1,30.95,30.95,0,No,Yes,Male,Direct,4,ETS,Chennai,28,Joined,0
1601,2286286,Yes,88,120,E1,68.07,47.06,-12.5,No,No,Male,Direct,3,ERS,Chennai,27,Not Joined,1
1602,2286321,Yes,0,0,E1,14.58,14.58,0,No,No,Male,Direct,3,AXON,Kolkata,27,Joined,0
1603,2286368,No,0,0,E1,29,29,0,No,No,Female,Direct,5,AXON,Kolkata,30,Joined,0
1604,2286369,No,14,45,E2,50,100,33.33,No,No,Male,Employee Referral,5,INFRA,Hyderabad,30,Joined,0
1605,2286371,Yes,56,120,E2,53.85,35.9,-11.67,No,No,Male,Direct,1,AXON,Chennai,29,Not Joined,1
1606,2286440,No,31,60,E2,31.25,31.25,0,Yes,Yes,Male,Direct,6,AXON,Kolkata,34,Joined,0
1607,2286456,Yes,0,75,E2,45.32,45.32,0,No,No,Male,Direct,3,INFRA,Noida,30,Joined,0
1608,2286464,Yes,7,0,E1,20.97,20.97,0,No,No,Female,Direct,6,ETS,Bangalore,29,Joined,0
1609,2286494,No,3,0,E1,19.05,19.05,0,No,No,Female,Employee Referral,3,INFRA,Chennai,29,Joined,0
1610,2286623,Yes,4,30,E2,32.49,21.44,-8.33,No,No,Male,Employee Referral,5,INFRA,Noida,28,Joined,0
1611,2286627,Yes,4,0,E1,20,34.72,12.27,No,Yes,Male,Direct,1,INFRA,Noida,27,Joined,0
1612,2286629,No,0,0,E1,46.67,44,-1.82,No,No,Male,Direct,1,INFRA,Noida,25,Joined,0
1613,2286668,Yes,2,0,E1,73.61,35.42,-22,No,No,Female,Direct,3,AXON,Bangalore,28,Joined,0
1614,2286704,Yes,84,60,E2,24.05,24.05,0,No,No,Male,Employee Referral,8,INFRA,Gurgaon,31,Not Joined,1
1615,2286705,Yes,9,90,E2,50,40,-6.67,No,Yes,Male,Direct,5,AXON,Noida,33,Joined,0
1616,2286784,No,0,30,E2,29.63,29.63,0,No,No,Male,Direct,6,INFRA,Noida,27,Joined,0
1617,2286813,Yes,3,0,E1,54.76,54.76,0,No,No,Male,Direct,3,INFRA,Kolkata,27,Joined,0
1618,2286836,Yes,15,30,E1,32.74,32.74,0,No,No,Male,Direct,4,AXON,Bangalore,31,Joined,0
1619,2286848,No,0,0,E2,24.2,11.13,-10.53,No,No,Male,Employee Referral,12,AXON,Kolkata,40,Joined,0
1620,2286850,Yes,1,30,E1,56.86,56.86,0,No,Yes,Female,Direct,5,ERS,Noida,30,Joined,0
1621,2286861,Yes,1,30,E1,5.42,5.42,0,No,No,Male,Direct,3,ERS,Noida,29,Joined,0
1622,2286868,No,2,45,E1,59.72,38.89,-13.04,No,Yes,Female,Direct,4,ERS,Noida,29,Joined,0
1623,2286875,No,0,30,E2,49.26,49.26,0,No,Yes,Male,Direct,4,INFRA,Noida,27,Joined,0
1624,2286887,No,10,30,E1,7.14,7.14,0,No,Yes,Female,Direct,8,ETS,Noida,32,Joined,0
1625,2286914,No,1,30,E1,36.9,36.9,0,No,No,Male,Direct,4,AXON,Bangalore,29,Joined,0
1626,2286937,Yes,73,30,E1,146.64,146.64,0,No,No,Male,Direct,3,ETS,Chennai,26,Joined,0
1627,2287049,No,18,30,E3,11.34,11.34,0,No,No,Male,Direct,10,INFRA,Chennai,35,Joined,0
1628,2287072,No,1,30,E1,40,-13.6,-38.29,No,No,Male,Direct,1,INFRA,Noida,24,Joined,0
1629,2287090,Yes,69,75,E2,10.17,-2.54,-11.54,No,Yes,Male,Direct,8,ERS,Bangalore,32,Joined,0
1630,2287091,No,0,0,E1,26.77,26.77,0,No,Yes,Female,Direct,1,INFRA,Chennai,24,Joined,0
1631,2287119,Yes,2,30,E1,66.67,66.67,0,No,No,Male,Direct,4,EAS,Hyderabad,30,Joined,0
1632,2287133,Yes,59,75,E2,42.86,42.86,0,No,Yes,Male,Direct,6,Healthcare,Chennai,30,Joined,0
1633,2287150,Yes,95,120,E1,57.14,57.14,0,No,No,Male,Direct,3,ETS,Noida,26,Joined,0
1634,2287162,Yes,38,45,E2,8.7,8.7,0,No,Yes,Male,Direct,8,CSMP,Kolkata,32,Joined,0
1635,2287165,Yes,42,60,E2,7.02,0.33,-6.25,No,No,Male,Employee Referral,7,EAS,Bangalore,31,Joined,0
1636,2287184,Yes,0,0,E1,21.82,21.82,0,Yes,Yes,Male,Employee Referral,3,EAS,Chennai,28,Joined,0
1637,2287211,No,40,30,E1,101.51,101.51,0,No,No,Female,Employee Referral,3,BFSI,Chennai,25,Joined,0
1638,2287229,No,23,60,E1,34.62,36.54,1.43,No,No,Male,Agency,2,ERS,Bangalore,25,Not Joined,1
1639,2287232,Yes,66,60,E2,32.65,32.65,0,No,No,Male,Employee Referral,6,EAS,Bangalore,43,Joined,0
1640,2287285,No,57,75,E2,41.79,41.79,0,No,No,Male,Employee Referral,6,ETS,Bangalore,30,Not Joined,1
1641,2287299,Yes,2,45,E1,65.06,-0.14,-39.5,No,No,Female,Direct,8,ERS,Chennai,33,Joined,0
1642,2287319,No,11,30,E2,30,30,0,No,No,Male,Direct,8,AXON,Kolkata,33,Joined,0
1643,2287320,No,10,30,E1,26.77,26.77,0,No,No,Male,Direct,1,INFRA,Chennai,25,Joined,0
1644,2287325,No,2,30,E1,66.67,66.67,0,No,No,Male,Direct,1,INFRA,Noida,25,Joined,0
1645,2287339,No,0,0,E2,66.67,55,-7,No,No,Male,Direct,6,ETS,Bangalore,30,Joined,0
1646,2291775,Yes,5,30,E2,66.67,66.67,0,No,No,Male,Direct,7,ERS,Bangalore,31,Joined,0
1647,2291824,No,29,45,E3,15.38,15.38,0,No,Yes,Male,Direct,8,INFRA,Noida,37,Joined,0
1648,2293431,Yes,1,30,E1,68.67,68.67,0,No,No,Female,Direct,4,ETS,Bangalore,30,Joined,0
1649,2294055,No,7,30,E1,25.71,37.14,9.09,No,No,Male,Direct,6,CSMP,Bangalore,27,Joined,0
1650,2294419,No,1,30,E2,53.85,46.15,-5,No,No,Female,Direct,7,EAS,Chennai,35,Joined,0
1651,2297270,Yes,1,30,E1,8.11,8.11,0,No,No,Male,Direct,4,ETS,Chennai,27,Joined,0
1652,2297327,No,4,60,E1,64.56,30.38,-20.77,No,No,Male,Direct,2,ERS,Bangalore,23,Not Joined,1
1653,2297344,No,6,60,E3,42.13,36.77,-3.77,No,No,Male,Direct,9,INFRA,Noida,31,Not Joined,1
1654,2297908,No,1,90,E1,33.33,23.33,-7.5,No,No,Male,Direct,3,EAS,Noida,29,Not Joined,1
1655,2297941,No,14,30,E1,35.42,35.42,0,No,No,Male,Direct,4,ETS,Bangalore,28,Joined,0
1656,2298116,Yes,67,60,E2,36.36,27.27,-6.67,No,No,Male,Direct,9,INFRA,Chennai,29,Joined,0
1657,2298336,No,3,30,E2,24.44,24.44,0,No,No,Female,Direct,5,CSMP,Pune,31,Joined,0
1658,2298365,No,4,30,E1,27.27,21.82,-4.29,No,No,Male,Direct,4,EAS,Chennai,28,Joined,0
1659,2298374,No,5,30,E2,50,50,0,No,No,Male,Direct,4,INFRA,Noida,32,Joined,0
1660,2301536,No,0,30,E2,50,25,-16.67,No,No,Female,Direct,3,INFRA,Bangalore,26,Joined,0
1661,2301590,No,0,60,E1,38.3,38.3,0,No,No,Male,Direct,4,ERS,Chennai,27,Not Joined,1
1662,2301611,No,0,60,E2,66.67,83.33,10,No,No,Male,Direct,3,INFRA,Noida,26,Joined,0
1663,2301629,No,1,30,E2,52,52,0,No,No,Male,Direct,3,INFRA,Bangalore,26,Joined,0
1664,2301648,Yes,46,30,E2,44.33,44.33,0,No,No,Male,Direct,4,INFRA,Bangalore,28,Joined,0
1665,2301649,No,2,30,E1,21.95,0,-18,No,No,Male,Employee Referral,4,INFRA,Noida,30,Joined,0
1666,2301652,No,1,30,E1,78.57,78.57,0,No,No,Female,Direct,2,ETS,Noida,26,Joined,0
1667,2301661,Yes,13,30,E1,25,25,0,No,No,Male,Direct,3,ETS,Noida,30,Joined,0
1668,2301662,Yes,1,30,E1,76.21,76.21,0,No,No,Male,Direct,3,ETS,Chennai,29,Joined,0
1669,2301665,Yes,13,30,E1,33.33,33.33,0,No,No,Male,Direct,2,ETS,Chennai,28,Joined,0
1670,2301666,No,0,30,E1,31.25,31.25,0,No,No,Male,Direct,3,ETS,Noida,29,Joined,0
1671,2301673,Yes,5,90,E2,30,20,-7.69,No,No,Male,Direct,6,BFSI,Bangalore,30,Not Joined,1
1672,2301676,Yes,67,45,E2,25,27.5,2,No,No,Male,Direct,1,INFRA,Noida,36,Joined,0
1673,2301697,No,0,60,E2,27.5,28.13,0.49,No,No,Male,Direct,5,INFRA,Noida,29,Joined,0
1674,2301704,No,9,30,E1,33.77,33.77,0,No,No,Male,Direct,2,INFRA,Noida,26,Joined,0
1675,2301720,Yes,46,60,E1,100,95,-2.5,No,No,Male,Direct,2,ERS,Chennai,24,Joined,0
1676,2302197,Yes,8,30,E1,25,38.89,11.11,No,No,Male,Direct,1,INFRA,Noida,24,Joined,0
1677,2302209,Yes,25,60,E2,17.65,5.88,-10,No,No,Male,Direct,6,ERS,Chennai,28,Not Joined,1
1678,2302211,No,3,30,E1,31.87,37.36,4.17,No,No,Male,Direct,1,INFRA,Noida,24,Joined,0
1679,2302319,Yes,0,90,E1,50.75,31.91,-12.5,No,No,Female,Direct,3,ERS,Chennai,26,Joined,0
1680,2302377,Yes,14,60,E2,70.73,46.34,-14.29,No,No,Male,Direct,7,ERS,Bangalore,35,Joined,0
1681,2302438,No,16,30,E1,69.23,42.31,-15.91,No,No,Male,Direct,1,INFRA,Mumbai,25,Joined,0
1682,2302452,No,3,30,E2,66.67,100,20,No,No,Male,Direct,2,INFRA,Mumbai,26,Joined,0
1683,2302469,Yes,30,30,E1,25,-14.29,-31.43,No,No,Male,Direct,1,INFRA,Chennai,24,Not Joined,1
1684,2302470,Yes,74,30,E2,50.58,47.85,-1.82,No,No,Male,Direct,5,INFRA,Hyderabad,33,Joined,0
1685,2302486,No,27,30,E1,40,-5,-32.14,No,No,Male,Direct,2,INFRA,Mumbai,26,Joined,0
1686,2303698,Yes,6,30,E1,2.98,2.98,0,No,No,Male,Direct,4,INFRA,Chennai,27,Not Joined,1
1687,2309606,No,5,30,E1,44.44,44.44,0,No,No,Male,Direct,4,ETS,Bangalore,31,Not Joined,1
1688,2309634,Yes,10,30,E1,96.43,96.43,0,No,No,Male,Direct,3,ERS,Chennai,29,Joined,0
1689,2309682,Yes,6,60,E1,25.84,19.97,-4.67,No,No,Male,Direct,4,BFSI,Bangalore,29,Joined,0
1690,2309687,No,0,30,E1,92.31,92.31,0,No,No,Male,Direct,3,ETS,Noida,28,Joined,0
1691,2309688,Yes,4,90,E2,10,10,0,No,No,Male,Direct,9,EAS,Bangalore,33,Joined,0
1692,2309695,Yes,57,30,E1,66.67,66.67,0,No,No,Female,Direct,4,ETS,Noida,28,Not Joined,1
1693,2309700,Yes,66,60,E1,20.65,20.65,0,No,No,Male,Direct,4,ETS,Noida,31,Joined,0
1694,2309711,Yes,0,30,E2,45.83,35.42,-7.14,No,No,Male,Direct,7,CSMP,Noida,33,Joined,0
1695,2309714,No,1,30,E1,38.89,33.33,-4,No,No,Male,Direct,2,INFRA,Gurgaon,24,Joined,0
1696,2309739,No,0,30,E2,44.74,44.74,0,No,No,Male,Direct,8,INFRA,Noida,28,Joined,0
1697,2309761,Yes,20,30,E2,55.56,44.44,-7.14,No,No,Female,Direct,6,BFSI,Gurgaon,36,Not Joined,1
1698,2309776,Yes,89,60,E1,60.98,51.22,-6.06,No,No,Female,Direct,4,ERS,Chennai,26,Joined,0
1699,2309805,Yes,1,30,E1,27.91,27.91,0,No,No,Male,Direct,3,ETS,Bangalore,30,Joined,0
1700,2309808,No,0,30,E2,66.67,66.67,0,No,No,Male,Agency,4,INFRA,Chennai,30,Joined,0
1701,2309843,No,10,30,E2,71.43,62.86,-5,No,No,Male,Employee Referral,3,INFRA,Noida,29,Joined,0
1702,2309846,Yes,84,60,E1,53.7,38.89,-9.64,No,No,Male,Agency,3,ERS,Bangalore,29,Joined,0
1703,2309851,Yes,18,30,E1,38.89,38.89,0,No,No,Male,Direct,3,ETS,Bangalore,26,Joined,0
1704,2309853,Yes,36,30,E2,24.62,24.62,0,No,No,Male,Direct,3,INFRA,Chennai,27,Joined,0
1705,2309856,No,7,30,E1,35.9,35.9,0,No,No,Male,Direct,3,ETS,Bangalore,26,Joined,0
1706,2309857,Yes,11,60,E2,33.33,71.46,28.6,No,No,Male,Employee Referral,4,INFRA,Noida,28,Joined,0
1707,2309892,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,23,Joined,0
1708,2309894,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Chennai,23,Joined,0
1709,2309895,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Chennai,26,Joined,0
1710,2309896,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,23,Joined,0
1711,2309914,Yes,27,30,E1,20,20,0,No,No,Male,Direct,4,ETS,Bangalore,26,Joined,0
1712,2309985,Yes,6,30,E1,24.07,24.07,0,No,No,Female,Agency,4,EAS,Chennai,31,Joined,0
1713,2310382,No,2,30,E2,36.36,40.91,3.33,No,No,Male,Agency,6,ERS,Bangalore,31,Joined,0
1714,2311432,Yes,68,60,E1,28.57,50,16.67,No,No,Male,Direct,3,ERS,Chennai,26,Joined,0
1715,2311760,Yes,109,90,E1,42.86,28.57,-10,No,No,Female,Direct,5,EAS,Chennai,30,Joined,0
1716,2312770,Yes,73,60,E1,57.89,27.37,-19.33,No,No,Male,Direct,6,ERS,Chennai,28,Joined,0
1717,2314265,No,1,30,E1,34.75,45.39,7.89,No,No,Male,Direct,2,CSMP,Noida,26,Joined,0
1718,2314523,No,1,30,E3,2.15,0,-2.11,No,No,Male,Direct,1,INFRA,Chennai,38,Joined,0
1719,2318368,Yes,17,30,E1,44.44,24.44,-13.85,No,No,Male,Agency,4,ERS,Noida,33,Joined,0
1720,2318388,Yes,1,30,E1,50,22,-18.67,No,No,Male,Agency,4,ERS,Noida,27,Not Joined,1
1721,2322593,Yes,52,60,E3,10,10,0,No,No,Male,Agency,13,ETS,Bangalore,40,Not Joined,1
1722,2322664,No,3,60,E2,37.5,37.5,0,No,No,Male,Direct,4,INFRA,Chennai,27,Joined,0
1723,2322668,No,0,30,E2,-8.23,-8.23,0,No,No,Male,Direct,8,AXON,Noida,31,Joined,0
1724,2322698,Yes,1,30,E1,52.78,33.33,-12.73,No,No,Male,Agency,3,ERS,Chennai,27,Joined,0
1725,2322706,Yes,19,60,E2,62.79,45.35,-10.71,No,No,Male,Direct,7,ERS,Chennai,30,Not Joined,1
1726,2322707,Yes,6,30,E3,0,0,0,No,No,Male,Direct,13,AXON,Bangalore,49,Joined,0
